sample_id	experiment	time	time_unit	conc_unit	conc_level	module	module_size	eg_score	moduleCoverage	moduleCoveragePercetage
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_314	8	-1.47700559880137	7	87.5
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_315	8	0.0301164662184888	8	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_316	8	0.623799729552708	8	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_317	8	0.798586292496537	3	37.5
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_319	8	-0.716632926772721	8	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_320	8	0.408040051255477	7	87.5
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_321	8	0.653462340991679	8	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_322	8	-0.396677781817174	6	75
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_323	8	-2.0488185053495	8	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_324	8	0.448269746531456	7	87.5
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_325	8	0.140515325714567	7	87.5
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_326	7	0.469859292074361	6	85.7
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_327	7	1.96259950155132	5	71.4
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_328	7	-0.816471284772607	5	71.4
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_329	7	-2.28710144611494	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_330	7	-2.37502218811448	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_331	7	0.119077083700486	6	85.7
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_332	7	1.51836968636981	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_333	7	-0.34095447909317	5	71.4
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_334	7	0.53625188052223	6	85.7
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_335	7	-0.910272644768865	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_336	7	1.26991735335504	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_337	7	0.3717944049936	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_338	7	-0.252496722994025	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_339	7	-1.36967981517056	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_340	7	0.66550480934397	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_341	7	-0.600439848506655	6	85.7
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_342	7	-0.603222962053307	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_343	7	1.9780979251046	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_344	7	0.293560704334453	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_345	7	0.602918046746454	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_346	7	-0.412105685749498	6	85.7
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_347	7	0.523970069266019	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_348	7	-1.13592500133826	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_349	7	0.619599441443525	7	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_351	6	0.345861348716134	2	33.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_352	6	-0.3936365910106	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_353	6	-0.233499933578556	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_354	6	0	0	0
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_355	6	0.243070963588968	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_356	6	0.337206941617809	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_357	6	0.415781316872816	5	83.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_358	6	1.31588739245317	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_359	6	0.0451876570308944	3	50
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_360	6	0.459185636008555	5	83.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_361	6	-0.381092889360707	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_362	6	0.679161293509427	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_363	6	0.18401250321745	5	83.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_364	6	2.0533012075093	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_365	6	0.944380567924169	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_366	6	-0.678233048398636	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_367	6	-1.69730491258292	5	83.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_368	6	-1.28542058701025	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_369	6	0	0	0
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_370	6	1.49041427169796	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_371	6	-1.99426439145626	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_372	6	1.64004715033689	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_373	6	-0.800028808999157	5	83.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_374	6	1.08785614875444	5	83.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_375	6	-0.534277504887099	5	83.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_376	6	-0.515281225728356	5	83.3
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_377	6	1.56452724877585	3	50
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_378	6	-0.0303859595176989	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_379	6	-1.82096479928477	6	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_380	5	-0.500605176682683	4	80
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_381	5	-0.0679603055940607	2	40
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_382	5	0	0	0
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_383	5	-0.885181410570996	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_384	5	-0.101441968012825	4	80
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_385	5	0.842549819002356	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_386	5	-1.37092925759154	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_387	5	1.69771146197529	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_388	5	0.0219647910156911	2	40
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_389	5	0.905585497502638	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_390	5	-1.82204826232865	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_391	5	0.308639583282381	4	80
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_392	5	0.0729405722371088	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_393	5	-0.759194619572652	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_394	5	0.776278379630184	4	80
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_395	5	-0.406602043926746	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_396	5	-0.327112238358493	4	80
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_397	5	-0.184014511809695	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_398	5	-0.144119551168758	5	100
uploadFile1_PKD_Advanced_SINGLE_5_0	uploadFile1_PKD_Advanced	5	day	concUnit	3	rKIDNEY_399	5	-1.65644641704211	5	100
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_1	2747	-0.0523995425059895	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_2m	1123	0.891828546018462	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_3m	609	-0.673767206735076	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_5m	318	0.98878142939322	232	73
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_6m	244	-0.0975117888656421	230	94.3
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_7m	221	1.26219569485692	171	77.4
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_8m	145	0.186092839119791	137	94.5
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_9m	165	-0.220127983078155	131	79.4
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_10m	118	1.21611019432804	113	95.8
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_12m	135	-0.0930791198418809	118	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_13	81	0.178786561292176	71	87.7
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_14m	87	-0.835924847046413	76	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_15	77	-0.257997528073352	19	24.7
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_16m	80	0.503099266236105	61	76.2
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_18m	103	0.0866551783259754	75	72.8
