sample_id	gene_symbol	entrez_id	log2fc	pvalue	padj	module	module_size	moduleCoverage	moduleCoveragePercetage
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Pdgfrb	id_24629	0.560236802820803	0	0.0562369054585328	rKIDNEY_212m	21	19	90.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Faap20	id_362678	-0.311326964573759	0	0.0563720413840426	rKIDNEY_314	8	7	87.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Vps52	id_25218	-0.310408530653142	0	0.0566260637854087	rKIDNEY_384	5	4	80
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cmip	id_292051	0.384250688342856	0	0.0566512859700779	rKIDNEY_25m	60	51	85
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ttc36	id_300676	-0.761447383896657	0	0.0566874678435409	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Apln	id_58812	0.724142698738377	0	0.0566874678435409	rKIDNEY_5m	318	232	73
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tstd3	id_500420	-0.408723216940769	0	0.056761630441634	rKIDNEY_69	23	23	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ptpn13	id_498331	0.413395992818986	0	0.0570470509510984	rKIDNEY_137m	22	22	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cpne8	id_362988	0.642717378158905	0	0.0571639601920762	rKIDNEY_45m	46	40	87
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ss18l2	id_687029	-0.349687258708737	0	0.0572485762219305	rKIDNEY_43m	54	53	98.1
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Rapsn	id_362161	-0.675631267134504	0	0.0574010350080237	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Manf	id_315989	0.53045529790606	0	0.0574010350080237	rKIDNEY_81	19	19	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Apoo	id_363474	-0.437958527729509	0	0.0574010350080237	rKIDNEY_28m	82	79	96.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tspan12	id_362326	-0.45707815349016	0	0.0574206746287149	rKIDNEY_23m	60	57	95
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ier2	id_494344	0.907625754288765	0	0.0574715445649312	rKIDNEY_29	37	32	86.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Hopx	id_171160	-0.754054481566292	0	0.0574715445649312	rKIDNEY_65	23	20	87
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cdh13	id_192248	-0.572965013085298	0	0.0574715445649312	rKIDNEY_12m	135	118	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Rras	id_361568	0.653975028593835	0	0.0574882090762145	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mtfr1l	id_298549	-0.236883897445645	0	0.0574882090762145	rKIDNEY_258	10	9	90
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Rcn1	id_362182	0.597677157018409	0	0.0578329661244658	rKIDNEY_59m	36	34	94.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Zfp318	id_685082	-0.329197855332698	0	0.0578723418514875	rKIDNEY_245	10	8	80
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Bmp2	id_29373	0.623872698330296	0	0.0578743068928116	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Prdx5	id_113898	-0.44488312401278	0	0.0579042439347269	rKIDNEY_264	9	9	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Sardh	id_114123	-0.841003090402978	0	0.0579870339221388	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Card10	id_315120	0.31074645470948	0	0.0580885969663714	rKIDNEY_13	81	71	87.7
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Relch	id_309053	-0.289269157331363	0	0.058103017401768	rKIDNEY_77	21	21	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ift57	id_303968	-0.303117539585267	0	0.058201488063155	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Slc25a17	id_300083	-0.267053085836322	0	0.05822183281247	rKIDNEY_378	6	6	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mob1a	id_297387	0.48743208491095	0	0.0582320156096421	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Hps3	id_310288	-0.353232507432714	0	0.0583303011986119	rKIDNEY_7m	221	171	77.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Arglu1	id_290912	-0.293423024646182	0	0.0584406217267911	rKIDNEY_398	5	5	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Il3ra	id_246144	0.781785172432252	0	0.0585523651996678	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ctnnb1	id_84353	0.264256978277404	0	0.0586293647719173	rKIDNEY_343	7	7	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Slc16a9	id_687808	-0.578817191494401	0	0.0587899608061542	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_C7h22orf23	id_315126	-0.577569784352608	0	0.0588646778516156	rKIDNEY_26m	64	62	96.9
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ybx2	id_303250	-1.19670166747626	0	0.0589439092722154	rKIDNEY_6m	244	230	94.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Csf3r	id_298518	0.849975504598391	0	0.0589439092722154	rKIDNEY_63m	31	20	64.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Sim1	id_309888	-0.519072273157378	0	0.0589439092722154	rKIDNEY_290	8	8	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_H2ax	id_500987	0.500187090952811	0	0.0589439092722154	rKIDNEY_5m	318	232	73
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Chuk	id_309361	-0.335576492459491	0	0.0589439092722154	rKIDNEY_181	13	13	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Eif2b5	id_192234	-0.273646742822602	0	0.0589439092722154	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mix23	id_288065	-0.319489229010433	0	0.0589693078774161	rKIDNEY_43m	54	53	98.1
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Coq8a	id_360887	-0.679968911180954	0	0.0590582526411467	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Pxdn	id_554172	0.535738349655325	0	0.0590582526411467	rKIDNEY_10m	118	113	95.8
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Il15	id_25670	-0.501833572543826	0	0.0590582526411467	rKIDNEY_12m	135	118	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Msantd2	id_500974	-0.499064486596952	0	0.0591073767335707	rKIDNEY_206	12	12	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ahcyl1	id_362013	-0.234824803759413	0	0.0591073767335707	rKIDNEY_32m	74	72	97.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Vps9d1	id_307923	-0.272209297291633	0	0.0591314380375291	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Emc9	id_290224	-0.489626448938759	0	0.0591785390312594	rKIDNEY_14m	87	76	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Sf3b3	id_292019	0.326549159597938	0	0.0592453605198581	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Otulinl	id_310190	0.699525060776864	0	0.0592667262273892	rKIDNEY_65	23	20	87
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tmem42	id_363171	-0.336405478897552	0	0.0593402009907398	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Zbtb40	id_362635	-0.329307618535166	0	0.0593799006507122	rKIDNEY_136	15	15	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mospd2	id_363463	0.509726482385486	0	0.0594268613663645	rKIDNEY_284	9	9	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Chrnb1	id_24261	1.06993668661423	0	0.0595494175628601	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_St8sia4	id_116696	0.688254077241531	0	0.05961206124021	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Trmt9b	id_306504	-0.676081351394015	0	0.0596249161480775	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Zfp706	id_500855	-0.398124641675427	0	0.0597677997846778	rKIDNEY_9m	165	131	79.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Eif4e3	id_297481	0.421987539027259	0	0.059786504291663	rKIDNEY_7m	221	171	77.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cyfip2	id_303073	-0.339741643040862	0	0.0598478320763436	rKIDNEY_19	57	50	87.7
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ppp1r13b	id_314465	-0.356795740417228	0	0.0598575096766495	rKIDNEY_168	13	13	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Egfl6	id_317470	-0.960506731189477	0	0.059875092534805	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Casp2	id_64314	0.34252792077574	0	0.0599631787087896	rKIDNEY_300	8	8	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Hap1	id_29430	0.826054314908949	0	0.0599784084866293	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Dact1	id_500666	0.526962182497506	0	0.0601411660034519	rKIDNEY_340	7	7	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cux2	id_288665	-0.801755501740173	0	0.0601500801912766	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cep19	id_192229	-0.529401693415024	0	0.0601500801912766	rKIDNEY_37m	74	70	94.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Phtf2	id_296762	-0.329210901340369	0	0.0602718413936475	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Slc39a6	id_291733	0.511531746980768	0	0.0603523324011008	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Atp5f1a	id_65262	-0.442574059914085	0	0.0603700934036866	rKIDNEY_96m	34	33	97.1
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Abcf3	id_287982	-0.240947306511824	0	0.0603700934036866	rKIDNEY_323	8	8	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Aqp6	id_29170	-0.848231050205418	0	0.0604372919281184	rKIDNEY_39m	55	55	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Exosc4	id_300045	-0.312337650549797	0	0.0604425342002376	rKIDNEY_339	7	7	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Coq2	id_498332	-0.282661786409978	0	0.0604483748069153	rKIDNEY_221	11	11	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Foxi1	id_287185	-0.823560653019828	0	0.0604501764895235	rKIDNEY_330	7	7	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ndufaf4	id_362495	-0.402282400451775	0	0.0604501764895235	rKIDNEY_130m	27	26	96.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Scamp3	id_65169	-0.216679518134375	0	0.0605105581681126	rKIDNEY_225	11	9	81.8
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Larp1b	id_310348	-0.377754168484634	0	0.0607594803651444	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Aif1	id_29427	0.963539401097647	0	0.0608664712921333	rKIDNEY_7m	221	171	77.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Fmo2	id_246245	-0.793809053123735	0	0.0608664712921333	rKIDNEY_335	7	7	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mnat1	id_266713	-0.485781968377502	0	0.0608847969284827	rKIDNEY_59m	36	34	94.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ints10	id_290679	-0.407942709620858	0	0.0608847969284827	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Pik3cd	id_366508	0.649441430681954	0	0.0609986197442598	rKIDNEY_113	16	13	81.2
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Nid1	id_25494	0.752722322117968	0	0.0609995804165699	rKIDNEY_10m	118	113	95.8
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Bgn	id_25181	0.454669115188903	0	0.0609995804165699	rKIDNEY_10m	118	113	95.8
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ccdc71l	id_500640	0.463897257951985	0	0.0610738965863946	rKIDNEY_41m	44	40	90.9
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Casp1	id_25166	0.698739919985882	0	0.0611002772478755	rKIDNEY_7m	221	171	77.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tor1b	id_311854	-0.242473915366401	0	0.0611002772478755	rKIDNEY_226	11	11	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ncoa7	id_498995	-0.646543548480435	0	0.0611100600726959	rKIDNEY_41m	44	40	90.9
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mtor	id_56718	-0.676431773653091	0	0.0611583426585839	rKIDNEY_341	7	6	85.7
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Sclt1	id_266809	-0.454495144480636	0	0.0611583426585839	rKIDNEY_176	13	12	92.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Gatc	id_360821	-0.301258490014908	0	0.0611583426585839	rKIDNEY_28m	82	79	96.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Slc25a13	id_362322	-0.992320825812573	0	0.0612524115728046	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Micall1	id_362958	-0.430667222315153	0	0.0612524115728046	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Scamp2	id_65168	-0.198610904878136	0	0.0612524115728046	rKIDNEY_244	10	10	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Dhrs4	id_266686	-0.579716156164927	0	0.061396570399253	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Evc	id_289712	-0.468011552510204	0	0.061396570399253	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Exoc3	id_252881	-0.310902264460384	0	0.0615139736241559	rKIDNEY_51m	38	25	65.8
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Bcs1l	id_301514	-0.46473329348371	0	0.0616278690897416	rKIDNEY_5m	318	232	73
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tab2	id_308267	0.285198452821374	0	0.0616495132887344	rKIDNEY_153	14	14	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cdca4	id_500727	0.468388151038993	0	0.0617401912799455	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Wnk2	id_306811	-0.665956635266001	0	0.0617817888145563	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cald1	id_25687	0.503081969794501	0	0.0617817888145563	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tgm2	id_56083	0.273802065102105	0	0.0617817888145563	rKIDNEY_10m	118	113	95.8
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Fam107a	id_361018	-1.26110538973709	0	0.0619141559554872	rKIDNEY_19	57	50	87.7
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Lonp2	id_291922	-0.368352396958173	0	0.0620494840176847	rKIDNEY_21	45	38	84.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Anks1a	id_309639	-0.274246682707776	0	0.0620494840176847	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mical1	id_294520	0.618279866250418	0	0.0621159968422342	rKIDNEY_7m	221	171	77.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Gne	id_114711	-0.37916379700058	0	0.0621159968422342	rKIDNEY_12m	135	118	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Wdr13	id_317370	-0.279978043319987	0	0.0621159968422342	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Nprl3	id_360505	-0.329569717334823	0	0.0624276898085264	rKIDNEY_8m	145	137	94.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ppt2	id_54398	-0.439324149177722	0	0.0624455668639381	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Zdhhc14	id_499014	-0.328058162493315	0	0.0624455668639381	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Csf1r	id_307403	0.31776544791733	0	0.0624455668639381	rKIDNEY_7m	221	171	77.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tm6sf1	id_361600	0.571985946443668	0	0.0624574028551048	rKIDNEY_12m	135	118	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Frk	id_79209	0.507626916064836	0	0.0625777046097435	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Clpb	id_65041	-0.442895679593683	0	0.0627938378008556	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cnn3	id_54321	0.339948991059288	0	0.0627938378008556	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Obi1	id_361088	0.708039502943798	0	0.0630035297003227	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tes	id_500040	0.58950240940967	0	0.06303139356404	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mettl26	id_302998	-0.346319862777498	0	0.06303139356404	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tmem259	id_299608	-0.39363732815467	0	0.0630559053614049	rKIDNEY_39m	55	55	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mboat1	id_498741	0.68024871751613	0	0.063057378052135	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Dnajc12	id_619393	-0.81914960832724	0	0.0631473182633509	rKIDNEY_275	9	9	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Rab8b	id_266688	0.482167579455471	0	0.0631473182633509	rKIDNEY_7m	221	171	77.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Rgs12	id_54292	0.450825899477998	0	0.0631473182633509	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Trmt1l	id_304851	-0.265700573619759	0	0.0632491490239231	rKIDNEY_136	15	15	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Arhgap19	id_679082	0.789357177709843	0	0.0632591398276288	rKIDNEY_5m	318	232	73
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Smad1	id_25671	0.453308081046169	0	0.0632591398276288	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mrps12	id_292758	-0.311640165795134	0	0.0634036554661407	rKIDNEY_67	23	19	82.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mex3d	id_299613	0.619129822774562	0	0.0635924437116043	rKIDNEY_34m	47	46	97.9
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Acsl5	id_94340	0.306902424295543	0	0.0635924437116043	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Atp7b	id_24218	-0.560977978893271	0	0.0636076733509708	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Gna11	id_81662	-0.319257891854969	0	0.0636076733509708	rKIDNEY_112	16	15	93.8
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tmed4	id_305502	-0.194473967318344	0	0.0636240688004571	rKIDNEY_254	10	10	100
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Agpat3	id_294324	-0.373563505109647	0	0.0637145248192831	rKIDNEY_14m	87	76	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Sco1	id_497930	-0.39206366151202	0	0.0638654302758453	rKIDNEY_89	18	17	94.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Kiaa1614	id_305101	-0.309185927266197	0	0.06420301749289	rKIDNEY_41m	44	40	90.9
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Nlrc5	id_291861	0.726814028648592	0	0.0642485935660444	rKIDNEY_16m	80	61	76.2
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mocos	id_361300	-0.413387103656468	0	0.0644935252327426	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cxcl12	id_24772	-0.862166104637136	0	0.0645193860478797	rKIDNEY_46	27	23	85.2
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Sod1	id_24786	-0.514715733908863	0	0.0645641790632301	rKIDNEY_9m	165	131	79.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Hgd	id_360719	-0.589540467927211	0	0.064604680964433	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Slc66a3	id_298906	0.605968449157491	0	0.0646522092307921	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Zfp608	id_307296	0.507815619846096	0	0.0647264744133786	rKIDNEY_30m	56	50	89.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cdc42ep1	id_315121	-0.467040417608183	0	0.0647306779271415	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Dpy19l1	id_315496	0.402851680805314	0	0.0647783915542999	rKIDNEY_7m	221	171	77.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cxxc1	id_291440	-0.41656875579807	0	0.0651852856946229	rKIDNEY_324	8	7	87.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Fnta	id_25318	-0.222599899505553	0	0.0651852856946229	rKIDNEY_6m	244	230	94.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Gadd45a	id_25112	0.689495270165441	0	0.0652258186526848	rKIDNEY_64m	44	42	95.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Nsun5	id_288595	-0.561264153657058	0	0.0652897836188764	rKIDNEY_6m	244	230	94.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Cd320	id_362851	-0.249834285745142	0	0.0652897836188764	rKIDNEY_297	8	7	87.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Podn	id_102552895	-0.460153694571377	0	0.0653792666771604	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mid1ip1	id_404280	0.514810933065128	0	0.0656171423234126	rKIDNEY_57m	35	31	88.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Sort1	id_83576	-0.393508826149294	0	0.0656794143179323	rKIDNEY_23m	60	57	95
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tmem205	id_300441	-0.494883939311287	0	0.0657167326189047	rKIDNEY_292	8	5	62.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Vapb	id_60431	-0.193757376006128	0	0.0657399753254461	rKIDNEY_376	6	5	83.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Epha7	id_171287	0.839088287057939	0	0.0657444963209586	rKIDNEY_1	2747	813	29.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Coq10b	id_301416	-0.411856580536241	0	0.0657444963209586	rKIDNEY_161	13	10	76.9
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Slc35e1	id_498599	-0.407709491544905	0	0.0657444963209586	rKIDNEY_8m	145	137	94.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Eogt	id_494219	-0.379642504263663	0	0.0657601607989474	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Smim26	id_296207	-0.36314464460895	0	0.065986083620638	rKIDNEY_43m	54	53	98.1
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Washc5	id_362919	0.300709304778481	0	0.065986083620638	rKIDNEY_143	14	13	92.9
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Timmdc1	id_303922	-0.303510431350844	0	0.0659928933726108	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Topbp1	id_315969	0.442538375373073	0	0.0660303742979653	rKIDNEY_5m	318	232	73
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Zmat5	id_501926	-0.369956366717772	0	0.0660303742979653	rKIDNEY_26m	64	62	96.9
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Sptbn2	id_29211	-0.585719793039336	0	0.0660760546249942	rKIDNEY_12m	135	118	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Suox	id_81805	-0.488069373411418	0	0.066090759961297	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Zw10	id_363059	-0.391935404577048	0	0.0660956916471351	rKIDNEY_14m	87	76	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mtrr	id_290947	-0.280872063561583	0	0.0661618406998058	rKIDNEY_14m	87	76	87.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Psmb10	id_291983	0.572281999218057	0	0.0663047495295312	rKIDNEY_16m	80	61	76.2
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tmem138	id_361728	0.45468872226619	0	0.06633136038087	rKIDNEY_5m	318	232	73
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mrfap1	id_282585	-0.236111709785414	0	0.066385731395589	rKIDNEY_59m	36	34	94.4
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Dyrk3	id_304775	0.811961953118749	0	0.0664187891613563	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Tmem120a	id_288591	-0.490808380619943	0	0.0664340204152628	rKIDNEY_154	14	13	92.9
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Ptgr2	id_299194	-0.325186667572583	0	0.0664340204152628	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Nsun2	id_361191	-0.278507356534307	0	0.0664340204152628	rKIDNEY_6m	244	230	94.3
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Fem1a	id_316131	-0.25605860060944	0	0.0664530508809434	rKIDNEY_2m	1123	973	86.6
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Mrpl58	id_303673	-0.231988702333196	0	0.0664530508809434	rKIDNEY_43m	54	53	98.1
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Bdh2	id_295458	-0.394661545083474	0	0.0665147340405172	rKIDNEY_3m	609	539	88.5
uploadFile1_PKD_Moderate_SINGLE_4_0	id_Gpx4	id_29328	-0.3660772451578	0	0.0667124862469442	rKIDNEY_87	18	15	83.3
